old_url,new_url,id,date
/posts/6414,/archive/2018/10c#post-182537,182537,2018-11-01 22:31:55 UTC
/posts/6415,/archive/2018/10c#post-182538,182538,2018-11-01 23:30:37 UTC
/posts/6416,/archive/2018/10c#post-182539,182539,2018-11-02 00:06:02 UTC
/posts/6428,/archive/2018/10c#post-182540,182540,2018-11-03 04:43:11 UTC
/posts/6432,/archive/2018/10c#post-182541,182541,2018-11-03 08:30:35 UTC
/posts/6440,/archive/2018/10c#post-182542,182542,2018-11-03 23:40:19 UTC
/posts/6442,/archive/2018/10c#post-182543,182543,2018-11-04 10:29:05 UTC
/posts/6445,/archive/2018/10c#post-182544,182544,2018-11-04 23:29:01 UTC
/posts/6453,/archive/2018/10c#post-182545,182545,2018-11-05 19:00:40 UTC
/posts/6451,/archive/2018/10c#post-182546,182546,2018-11-05 11:19:01 UTC
/posts/6455,/archive/2018/10c#post-182547,182547,2018-11-05 20:13:41 UTC
/posts/6456,/archive/2018/10c#post-182548,182548,2018-11-05 20:28:41 UTC
/posts/6457,/archive/2018/10c#post-182549,182549,2018-11-05 20:50:07 UTC
/posts/6460,/archive/2018/10c#post-182550,182550,2018-11-06 11:42:59 UTC
/posts/6462,/archive/2018/10c#post-182551,182551,2018-11-06 13:13:31 UTC
/posts/6463,/archive/2018/10c#post-182552,182552,2018-11-06 16:20:51 UTC
/posts/6464,/archive/2018/10c#post-182553,182553,2018-11-06 18:21:29 UTC
/posts/6465,/archive/2018/10c#post-182554,182554,2018-11-06 23:16:54 UTC
/posts/6471,/archive/2018/10c#post-182555,182555,2018-11-08 05:24:58 UTC
/posts/6473,/archive/2018/10c#post-182556,182556,2018-11-08 23:44:32 UTC
/posts/6476,/archive/2018/10c#post-182557,182557,2018-11-09 12:42:08 UTC
/posts/6479,/archive/2018/10c#post-182558,182558,2018-11-10 23:41:43 UTC
/posts/6483,/archive/2018/10c#post-182559,182559,2018-11-12 02:16:40 UTC
/posts/6484,/archive/2018/10c#post-182560,182560,2018-11-13 01:16:06 UTC
/posts/6486,/archive/2018/10c#post-182561,182561,2018-11-13 02:44:48 UTC
/posts/6488,/archive/2018/10c#post-182562,182562,2018-11-14 00:31:11 UTC
/posts/6491,/archive/2018/10c#post-182563,182563,2018-11-18 13:30:57 UTC
/posts/6493,/archive/2018/10c#post-182564,182564,2018-11-18 14:29:53 UTC
/posts/6494,/archive/2018/10c#post-182565,182565,2018-11-18 16:45:23 UTC
/posts/6347,/archive/2018/10c#post-182566,182566,2018-10-30 04:52:02 UTC
/posts/6351,/archive/2018/10c#post-182567,182567,2018-10-30 12:52:12 UTC
/posts/6357,/archive/2018/10c#post-182568,182568,2018-10-30 14:50:56 UTC
/posts/6358,/archive/2018/10c#post-182569,182569,2018-10-30 16:22:46 UTC
/posts/6359,/archive/2018/10c#post-182570,182570,2018-10-30 16:57:44 UTC
/posts/6361,/archive/2018/10c#post-182571,182571,2018-10-30 17:12:41 UTC
/posts/6363,/archive/2018/10c#post-182572,182572,2018-10-30 18:55:34 UTC
/posts/6370,/archive/2018/10c#post-182573,182573,2018-10-31 11:19:50 UTC
/posts/6379,/archive/2018/10c#post-182574,182574,2018-10-31 18:44:48 UTC
/posts/6380,/archive/2018/10c#post-182575,182575,2018-10-31 22:23:16 UTC
/posts/6381,/archive/2018/10c#post-182576,182576,2018-10-31 22:48:30 UTC
/posts/6382,/archive/2018/10c#post-182577,182577,2018-10-31 22:53:22 UTC
/posts/6384,/archive/2018/10c#post-182578,182578,2018-10-31 23:13:54 UTC
/posts/6385,/archive/2018/10c#post-182579,182579,2018-10-31 23:18:14 UTC
/posts/6387,/archive/2018/10c#post-182580,182580,2018-10-31 23:51:32 UTC
/posts/6388,/archive/2018/10c#post-182581,182581,2018-10-31 23:53:32 UTC
/posts/6391,/archive/2018/10c#post-182582,182582,2018-11-01 00:24:30 UTC
/posts/6393,/archive/2018/10c#post-182583,182583,2018-11-01 00:29:22 UTC
/posts/6394,/archive/2018/10c#post-182584,182584,2018-11-01 00:53:13 UTC
/posts/6397,/archive/2018/10c#post-182585,182585,2018-11-01 02:34:21 UTC
/posts/6398,/archive/2018/10c#post-182586,182586,2018-11-01 03:03:02 UTC
/posts/6401,/archive/2018/10c#post-182587,182587,2018-11-01 12:02:13 UTC
/posts/6407,/archive/2018/10c#post-182588,182588,2018-11-01 16:32:31 UTC
/posts/6408,/archive/2018/10c#post-182589,182589,2018-11-01 16:35:38 UTC
/posts/6417,/archive/2018/10c#post-182590,182590,2018-11-02 04:46:13 UTC
/posts/6421,/archive/2018/10c#post-182591,182591,2018-11-02 10:06:50 UTC
/posts/6431,/archive/2018/10c#post-182592,182592,2018-11-03 08:01:21 UTC
/posts/6433,/archive/2018/10c#post-182593,182593,2018-11-03 09:04:56 UTC
/posts/6437,/archive/2018/10c#post-182594,182594,2018-11-03 21:20:35 UTC
/posts/6439,/archive/2018/10c#post-182595,182595,2018-11-03 22:40:18 UTC
/posts/6342,/archive/2018/10c#post-182596,182596,2018-10-30 02:27:42 UTC
/posts/6419,/archive/2018/10c#post-182597,182597,2018-11-02 07:01:43 UTC
/posts/6422,/archive/2018/10c#post-182598,182598,2018-11-02 12:15:01 UTC
/posts/6424,/archive/2018/10c#post-182599,182599,2018-11-02 18:31:39 UTC
/posts/6425,/archive/2018/10c#post-182600,182600,2018-11-02 22:40:39 UTC
/posts/6426,/archive/2018/10c#post-182601,182601,2018-11-02 23:09:53 UTC
/posts/6427,/archive/2018/10c#post-182602,182602,2018-11-03 01:11:36 UTC
/posts/6429,/archive/2018/10c#post-182603,182603,2018-11-03 05:37:22 UTC
/posts/6434,/archive/2018/10c#post-182604,182604,2018-11-03 16:28:21 UTC
/posts/6435,/archive/2018/10c#post-182605,182605,2018-11-03 17:37:01 UTC
/posts/6436,/archive/2018/10c#post-182606,182606,2018-11-03 20:37:36 UTC
/posts/6441,/archive/2018/10c#post-182607,182607,2018-11-04 04:27:14 UTC
/posts/6443,/archive/2018/10c#post-182608,182608,2018-11-04 14:46:50 UTC
/posts/6444,/archive/2018/10c#post-182609,182609,2018-11-04 19:16:04 UTC
/posts/6446,/archive/2018/10c#post-182610,182610,2018-11-05 02:07:50 UTC
/posts/6447,/archive/2018/10c#post-182611,182611,2018-11-05 02:11:13 UTC
/posts/6448,/archive/2018/10c#post-182612,182612,2018-11-05 03:39:57 UTC
/posts/6450,/archive/2018/10c#post-182613,182613,2018-11-05 07:18:11 UTC
/posts/6454,/archive/2018/10c#post-182614,182614,2018-11-05 19:17:03 UTC
/posts/6458,/archive/2018/10c#post-182615,182615,2018-11-05 23:03:23 UTC
/posts/6459,/archive/2018/10c#post-182616,182616,2018-11-06 03:48:01 UTC
/posts/6475,/archive/2018/10c#post-182617,182617,2018-11-09 06:59:31 UTC
/posts/6478,/archive/2018/10c#post-182618,182618,2018-11-09 17:46:05 UTC
/posts/6336,/archive/2018/10c#post-182619,182619,2018-10-29 20:08:48 UTC
/posts/6339,/archive/2018/10c#post-182620,182620,2018-10-29 23:57:13 UTC
/posts/6341,/archive/2018/10c#post-182621,182621,2018-10-30 00:14:47 UTC
/posts/6350,/archive/2018/10c#post-182622,182622,2018-10-30 12:45:48 UTC
/posts/6364,/archive/2018/10c#post-182623,182623,2018-10-30 20:19:05 UTC
/posts/6371,/archive/2018/10c#post-182624,182624,2018-10-31 12:21:08 UTC
/posts/6390,/archive/2018/10c#post-182625,182625,2018-11-01 00:23:39 UTC
/posts/6403,/archive/2018/10c#post-182626,182626,2018-11-01 12:48:20 UTC
/posts/6405,/archive/2018/10c#post-182627,182627,2018-11-01 15:45:53 UTC
/posts/6409,/archive/2018/10c#post-182628,182628,2018-11-01 16:49:37 UTC
/posts/6411,/archive/2018/10c#post-182629,182629,2018-11-01 18:04:49 UTC
/posts/6412,/archive/2018/10c#post-182630,182630,2018-11-01 19:33:28 UTC
/posts/6413,/archive/2018/10c#post-182631,182631,2018-11-01 20:55:41 UTC
/posts/6468,/archive/2018/10c#post-182632,182632,2018-11-08 00:13:57 UTC
/posts/6472,/archive/2018/10c#post-182633,182633,2018-11-08 23:20:00 UTC
/posts/6469,/archive/2018/10c#post-182634,182634,2018-11-08 01:03:35 UTC
/posts/6480,/archive/2018/10c#post-182635,182635,2018-11-10 23:54:31 UTC
/posts/6481,/archive/2018/10c#post-182636,182636,2018-11-11 23:27:06 UTC
/posts/6485,/archive/2018/10c#post-182637,182637,2018-11-13 01:20:12 UTC
/posts/6487,/archive/2018/10c#post-182638,182638,2018-11-13 03:20:56 UTC
/posts/6489,/archive/2018/10c#post-182639,182639,2018-11-15 21:47:52 UTC
/posts/6492,/archive/2018/10c#post-182640,182640,2018-11-18 13:41:47 UTC
/posts/6495,/archive/2018/10c#post-182641,182641,2018-11-19 01:17:40 UTC
/posts/6496,/archive/2018/10c#post-182642,182642,2018-11-22 00:30:49 UTC
/posts/6335,/archive/2018/10c#post-182643,182643,2018-10-29 07:43:56 UTC
/posts/6418,/archive/2018/10c#post-182644,182644,2018-11-02 05:17:02 UTC
/posts/6420,/archive/2018/10c#post-182645,182645,2018-11-02 10:04:39 UTC
/posts/6423,/archive/2018/10c#post-182646,182646,2018-11-02 17:04:30 UTC
/posts/6430,/archive/2018/10c#post-182647,182647,2018-11-03 07:24:34 UTC
/posts/6334,/archive/2018/10c#post-182648,182648,2018-10-28 13:13:00 UTC
/posts/6337,/archive/2018/10c#post-182649,182649,2018-10-29 20:28:03 UTC
/posts/6338,/archive/2018/10c#post-182650,182650,2018-10-29 23:45:33 UTC
/posts/6346,/archive/2018/10c#post-182651,182651,2018-10-30 03:49:26 UTC
/posts/6352,/archive/2018/10c#post-182652,182652,2018-10-30 12:56:56 UTC
/posts/6354,/archive/2018/10c#post-182653,182653,2018-10-30 14:03:49 UTC
/posts/6356,/archive/2018/10c#post-182654,182654,2018-10-30 14:46:54 UTC
/posts/6366,/archive/2018/10c#post-182655,182655,2018-10-31 00:37:46 UTC
/posts/6368,/archive/2018/10c#post-182656,182656,2018-10-31 03:19:28 UTC
/posts/6373,/archive/2018/10c#post-182657,182657,2018-10-31 14:48:36 UTC
/posts/6374,/archive/2018/10c#post-182658,182658,2018-10-31 15:17:40 UTC
/posts/6376,/archive/2018/10c#post-182659,182659,2018-10-31 15:58:49 UTC
/posts/6378,/archive/2018/10c#post-182660,182660,2018-10-31 16:35:33 UTC
/posts/6333,/archive/2018/10c#post-182661,182661,2018-10-28 08:55:21 UTC
/posts/6452,/archive/2018/10c#post-182662,182662,2018-11-05 18:07:12 UTC
